timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1587667928570,13701,GET RSS,200,OK,GET RSS 1-108,text,true,,169061,178,37,37,https://rss-app.azurewebsites.net/rss,11625,0,9733
1587667931270,11021,GET RSS,200,OK,GET RSS 1-117,text,true,,169061,178,36,36,https://rss-app.azurewebsites.net/rss,5472,0,1604
1587667937871,6124,GET RSS,200,OK,GET RSS 1-139,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,4419,0,1994
1587667933071,12196,GET RSS,200,OK,GET RSS 1-123,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,3457,0,574
1587667942074,4443,GET RSS,200,OK,GET RSS 1-153,text,true,,169061,178,47,47,https://rss-app.azurewebsites.net/rss,3712,0,1561
1587667941472,5066,GET RSS,200,OK,GET RSS 1-151,text,true,,169061,178,46,46,https://rss-app.azurewebsites.net/rss,4306,0,2109
1587667936973,9710,GET RSS,200,OK,GET RSS 1-136,text,true,,169061,178,46,46,https://rss-app.azurewebsites.net/rss,5212,0,2464
1587667933371,13331,GET RSS,200,OK,GET RSS 1-124,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,6451,0,761
1587667939071,7815,GET RSS,200,OK,GET RSS 1-143,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,6720,0,4510
1587667930970,16193,GET RSS,200,OK,GET RSS 1-116,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,5553,0,402
1587667932470,15495,GET RSS,200,OK,GET RSS 1-121,text,true,,169061,178,46,46,https://rss-app.azurewebsites.net/rss,7583,0,4275
1587667940574,7411,GET RSS,200,OK,GET RSS 1-148,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,3062,0,1697
1587667936371,11803,GET RSS,200,OK,GET RSS 1-134,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,5751,0,716
1587667942374,5953,GET RSS,200,OK,GET RSS 1-154,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,4616,0,3149
1587667941174,7631,GET RSS,200,OK,GET RSS 1-150,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,4747,0,2407
1587667942675,6486,GET RSS,200,OK,GET RSS 1-155,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,4930,0,3045
1587667932170,17074,GET RSS,200,OK,GET RSS 1-120,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,13302,0,4227
1587667940274,9116,GET RSS,200,OK,GET RSS 1-147,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,3530,0,1882
1587667931895,17571,GET RSS,200,OK,GET RSS 1-119,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,8178,0,2922
1587667924370,25258,GET RSS,200,OK,GET RSS 1-94,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,15086,0,925
